Date-Hour(NMT),WindSpeed,Sunshine,AirPressure,Radiation,AirTemperature,RelativeAirHumidity,SystemProduction
19.09.2017-15:00,1.7,39,1012.3,263.4,13.8,61,1619.0
19.09.2017-16:00,2.6,3,1012.2,162.6,13.3,66,709.0
19.09.2017-17:00,2.2,0,1012.5,97.0,12.9,63,1236.5
19.09.2017-18:00,1.8,0,1012.9,26.1,12.4,63,452.8333
19.09.2017-19:00,1.2,0,1013.4,-4.9,11.4,72,85.0
19.09.2017-20:00,2.0,0,1013.6,-8.2,10.7,83,0.0
19.09.2017-21:00,1.8,0,1014.0,-7.4,10.3,86,0.0
19.09.2017-22:00,3.0,0,1014.2,-7.0,10.8,73,0.0
19.09.2017-23:00,2.0,0,1014.3,-6.7,10.0,77,0.0
20.09.2017-00:00,2.2,0,1014.6,-6.7,9.6,81,0.0
20.09.2017-01:00,1.8,0,1014.8,-6.3,9.4,83,0.0
20.09.2017-02:00,1.2,0,1015.1,-6.5,9.1,83,0.0
20.09.2017-03:00,1.2,0,1015.4,-6.9,8.5,87,0.0
20.09.2017-04:00,1.1,0,1015.7,-6.9,8.4,85,0.0
20.09.2017-05:00,2.2,0,1015.8,-6.6,8.0,85,0.0
20.09.2017-06:00,2.3,0,1016.2,-4.8,7.8,85,0.0
20.09.2017-07:00,3.0,0,1016.7,13.9,7.7,85,0.0
20.09.2017-08:00,2.0,0,1016.9,39.8,7.8,83,53.1667
20.09.2017-09:00,2.6,0,1017.5,61.7,8.3,80,607.8334
20.09.2017-10:00,2.4,0,1017.6,94.1,8.9,76,999.5
20.09.2017-11:00,2.3,0,1017.3,72.7,9.4,72,1485.5001
20.09.2017-12:00,3.5,15,1017.1,257.6,11.2,63,2457.6666
20.09.2017-13:00,2.9,0,1017.0,251.1,11.4,61,3063.6666
20.09.2017-14:00,3.3,1,1016.9,219.6,12.2,55,3709.6667
20.09.2017-15:00,1.9,1,1017.0,200.2,12.4,56,1965.3334
20.09.2017-16:00,3.2,0,1017.3,113.8,11.8,56,3445.3334
20.09.2017-17:00,3.4,0,1017.4,49.5,11.2,64,1022.6667
20.09.2017-18:00,1.9,0,1017.5,5.4,10.8,67,308.8334
20.09.2017-19:00,1.9,0,1018.2,-6.7,10.3,74,53.1667
20.09.2017-20:00,2.5,0,1018.9,-8.1,9.3,88,0.0
20.09.2017-21:00,2.8,0,1019.7,-4.8,8.5,96,0.0
20.09.2017-22:00,2.6,0,1019.8,-5.0,8.2,97,0.0
20.09.2017-23:00,2.4,0,1020.0,-6.3,7.9,95,0.0
21.09.2017-00:00,2.9,0,1020.3,-6.3,7.5,93,0.0
21.09.2017-01:00,3.1,0,1020.6,-6.2,7.3,91,0.0
21.09.2017-02:00,2.9,0,1020.9,-6.6,7.1,91,0.0
21.09.2017-03:00,3.5,0,1021.2,-6.9,6.9,89,0.0
21.09.2017-04:00,4.2,0,1021.6,-5.9,7.4,86,0.0
21.09.2017-05:00,3.4,0,1022.0,-5.9,7.4,87,0.0
21.09.2017-06:00,3.3,0,1022.4,-5.3,7.5,88,0.0
21.09.2017-07:00,3.6,0,1022.8,12.1,7.5,89,0.0
21.09.2017-08:00,2.5,0,1023.5,65.5,8.0,88,0.0
21.09.2017-09:00,2.1,0,1024.0,81.7,7.9,88,342.0001
21.09.2017-10:00,2.1,0,1024.1,117.7,8.0,84,448.8333
21.09.2017-11:00,3.1,0,1024.4,116.6,8.1,82,650.3333
21.09.2017-12:00,2.8,0,1024.6,141.9,8.5,80,1003.5
21.09.2017-13:00,2.3,0,1024.4,145.3,9.3,75,1294.5
21.09.2017-14:00,1.5,0,1024.5,134.4,9.4,78,1614.8333
21.09.2017-15:00,1.7,5,1024.4,156.8,10.8,72,2588.5
21.09.2017-16:00,2.5,19,1024.6,202.4,10.4,70,2483.1667
21.09.2017-17:00,3.1,13,1024.5,123.6,10.3,72,1406.5001
21.09.2017-18:00,2.6,0,1024.6,26.1,9.4,81,1075.1666
21.09.2017-19:00,3.1,0,1025.0,-3.5,9.0,81,152.6667
21.09.2017-20:00,4.3,0,1025.1,-5.8,9.4,76,0.0
21.09.2017-21:00,2.9,0,1025.3,-5.5,9.5,77,0.0
21.09.2017-22:00,2.0,0,1025.7,-5.9,9.8,80,0.0
21.09.2017-23:00,2.2,0,1025.9,-6.3,9.7,82,0.0
22.09.2017-00:00,2.2,0,1026.0,-6.2,9.6,84,0.0
22.09.2017-01:00,2.5,0,1025.7,-6.0,9.6,84,0.0
22.09.2017-02:00,2.3,0,1025.6,-6.2,9.8,84,0.0
22.09.2017-03:00,2.8,0,1025.4,-6.1,9.7,86,0.0
22.09.2017-04:00,2.6,0,1025.5,-6.1,9.7,87,0.0
22.09.2017-05:00,3.2,0,1025.4,-6.1,9.7,87,0.0
22.09.2017-06:00,3.4,0,1025.6,-5.8,9.8,88,0.0
22.09.2017-07:00,4.1,0,1025.6,0.7,9.8,89,0.0
22.09.2017-08:00,2.6,0,1025.9,18.3,10.2,89,0.0
22.09.2017-09:00,1.8,0,1025.9,69.1,11.0,88,304.75
22.09.2017-10:00,1.7,0,1026.2,82.4,11.1,87,678.5
22.09.2017-11:00,2.1,14,1025.9,261.1,12.9,78,1336.8333
22.09.2017-12:00,2.0,39,1025.8,456.7,14.0,69,1641.3334
22.09.2017-13:00,2.5,1,1025.7,166.7,13.2,74,691.3334
22.09.2017-14:00,2.4,0,1025.4,90.0,13.2,74,1272.1667
22.09.2017-15:00,2.6,0,1025.8,137.2,13.4,70,1007.5
22.09.2017-16:00,3.2,0,1025.1,92.2,13.2,76,578.6667
22.09.2017-17:00,2.6,0,1025.0,39.6,13.0,76,744.8333
22.09.2017-18:00,3.5,0,1025.0,15.8,12.6,77,374.8333
22.09.2017-19:00,4.4,0,1024.8,-5.4,12.3,79,54.1667
22.09.2017-20:00,4.3,0,1025.0,-6.2,12.3,80,0.0
22.09.2017-21:00,5.1,0,1025.4,-6.6,11.5,89,0.0
22.09.2017-22:00,4.1,0,1025.6,-6.2,11.1,96,0.0
22.09.2017-23:00,3.7,0,1025.5,-6.8,11.0,97,0.0
23.09.2017-00:00,3.4,0,1025.6,-5.6,10.9,98,0.0
23.09.2017-01:00,3.5,0,1025.6,-6.2,11.0,97,0.0
23.09.2017-02:00,3.6,0,1025.6,-6.6,10.9,99,0.0
23.09.2017-03:00,3.9,0,1025.5,-5.9,11.1,97,0.0
23.09.2017-04:00,1.8,0,1025.7,-5.8,10.9,97,0.0
23.09.2017-05:00,2.8,0,1025.9,-5.7,11.0,97,0.0
23.09.2017-06:00,2.2,0,1026.2,-5.2,11.1,96,0.0
23.09.2017-07:00,2.5,0,1026.6,2.4,11.1,97,0.0
23.09.2017-08:00,1.6,0,1027.2,28.6,11.5,94,0.0
23.09.2017-09:00,2.1,0,1027.5,35.8,11.8,93,56.4999
23.09.2017-10:00,2.4,0,1027.9,108.4,12.2,90,386.3333
23.09.2017-11:00,3.4,0,1028.2,83.0,12.4,90,492.4999
23.09.2017-12:00,3.1,0,1028.1,125.2,12.7,88,396.4999
23.09.2017-13:00,3.6,0,1028.2,167.0,12.9,85,951.3334
23.09.2017-14:00,2.9,0,1028.2,118.3,13.4,84,761.6667
23.09.2017-15:00,3.3,0,1028.2,71.4,13.4,84,1096.8333
23.09.2017-16:00,3.6,0,1028.1,73.2,13.4,85,353.6666
23.09.2017-17:00,3.3,0,1028.2,22.0,13.1,87,184.0
23.09.2017-18:00,4.3,0,1028.3,0.0,13.1,88,176.6667
23.09.2017-19:00,2.7,0,1028.8,-5.6,13.0,89,64.1666
23.09.2017-20:00,2.9,0,1028.9,-6.2,13.0,89,0.0
23.09.2017-21:00,3.0,0,1028.9,-6.1,12.9,90,0.0
23.09.2017-22:00,3.4,0,1029.0,-6.3,12.5,96,0.0
23.09.2017-23:00,3.9,0,1028.9,-6.1,12.5,96,0.0
24.09.2017-00:00,4.9,0,1029.0,-5.7,12.7,95,0.0
24.09.2017-01:00,3.8,0,1028.8,-6.0,12.4,99,0.0
24.09.2017-02:00,3.9,0,1028.5,-6.0,12.6,96,0.0
24.09.2017-03:00,4.4,0,1028.4,-6.0,12.9,94,0.0
24.09.2017-04:00,4.3,0,1028.4,-6.2,13.2,92,0.0
24.09.2017-05:00,3.8,0,1028.7,-6.2,13.2,93,0.0
24.09.2017-06:00,2.9,0,1029.0,-6.0,13.3,92,0.0
24.09.2017-07:00,3.2,0,1029.2,-1.0,13.3,91,0.0
24.09.2017-08:00,3.3,0,1029.7,7.8,13.5,89,0.0
24.09.2017-09:00,2.9,0,1030.2,43.9,13.7,88,47.3333
24.09.2017-10:00,3.3,0,1030.4,92.4,14.0,87,440.6666
24.09.2017-11:00,3.2,0,1030.7,96.4,14.1,85,731.6666
24.09.2017-12:00,2.6,0,1030.8,87.1,14.3,86,599.1667
24.09.2017-13:00,1.5,0,1031.2,60.5,14.3,85,545.8334
24.09.2017-14:00,2.3,0,1031.7,20.4,13.8,89,283.4999
24.09.2017-15:00,1.6,0,1032.1,25.2,13.4,97,207.0
24.09.2017-16:00,1.4,0,1032.0,13.7,13.4,96,166.6667
24.09.2017-17:00,1.5,0,1032.1,6.7,13.0,100,67.1667
24.09.2017-18:00,1.8,0,1032.5,-2.1,13.0,99,16.8333
24.09.2017-19:00,2.5,0,1033.0,-6.7,13.3,98,0.0
24.09.2017-20:00,1.7,0,1033.5,-6.5,13.3,99,0.0
24.09.2017-21:00,2.1,0,1033.9,-6.5,13.2,99,0.0
24.09.2017-22:00,2.2,0,1034.4,-7.0,13.2,100,0.0
24.09.2017-23:00,2.5,0,1034.7,-6.5,13.3,99,0.0
25.09.2017-00:00,2.8,0,1034.9,-6.3,13.7,97,0.0
25.09.2017-01:00,2.8,0,1034.8,-6.3,13.7,96,0.0
25.09.2017-02:00,2.9,0,1034.8,-6.2,13.8,96,0.0
25.09.2017-03:00,2.8,0,1034.8,-6.2,13.8,95,0.0
25.09.2017-04:00,4.0,0,1034.3,-5.8,13.7,95,0.0
25.09.2017-05:00,3.8,0,1034.2,-6.0,13.7,90,0.0
25.09.2017-06:00,3.8,0,1034.6,-6.2,13.7,91,0.0
25.09.2017-07:00,3.4,0,1034.8,-1.9,13.5,94,0.0
25.09.2017-08:00,4.3,0,1035.3,6.0,13.5,96,0.0
25.09.2017-09:00,4.2,0,1035.5,40.2,13.8,92,0.0
25.09.2017-10:00,3.9,0,1035.7,74.8,14.0,86,93.1667
25.09.2017-11:00,4.4,1,1035.6,177.9,14.4,82,618.5
25.09.2017-12:00,3.7,0,1036.0,134.2,14.2,82,800.3334
25.09.2017-13:00,2.0,0,1036.2,116.4,14.6,70,988.5
25.09.2017-14:00,2.5,0,1035.8,120.0,14.7,75,1427.6666
25.09.2017-15:00,3.1,1,1035.3,104.0,14.8,75,1320.3333
25.09.2017-16:00,3.7,0,1035.2,82.7,14.7,77,895.5
25.09.2017-17:00,4.2,0,1035.3,53.7,14.3,77,525.9999
25.09.2017-18:00,3.9,0,1035.5,16.4,13.6,79,225.6667
25.09.2017-19:00,4.4,0,1035.7,-5.7,13.2,78,3.6667
25.09.2017-20:00,4.7,0,1036.0,-6.3,13.0,79,0.0
25.09.2017-21:00,4.9,0,1036.1,-6.1,12.8,79,0.0
25.09.2017-22:00,4.3,0,1036.1,-6.2,12.6,79,0.0
25.09.2017-23:00,4.0,0,1036.2,-6.2,12.2,81,0.0
26.09.2017-00:00,4.8,0,1036.2,-6.4,12.3,83,0.0
26.09.2017-01:00,4.5,0,1036.2,-6.2,12.3,83,0.0
26.09.2017-02:00,4.6,0,1035.9,-6.5,12.1,86,0.0
26.09.2017-03:00,4.2,0,1035.8,-6.2,12.5,85,0.0
26.09.2017-04:00,5.3,0,1035.6,-6.1,12.5,85,0.0
26.09.2017-05:00,5.3,0,1035.7,-6.1,12.5,84,0.0
26.09.2017-06:00,5.8,0,1035.8,-5.9,12.4,83,0.0
26.09.2017-07:00,5.8,0,1036.3,-1.2,12.3,82,0.0
26.09.2017-08:00,6.9,0,1036.6,22.4,12.2,81,0.0
26.09.2017-09:00,5.8,0,1036.7,66.0,12.4,79,348.8333
26.09.2017-10:00,4.0,0,1037.1,107.4,12.6,78,749.1666
26.09.2017-11:00,3.7,0,1037.2,132.3,12.9,76,930.8333
26.09.2017-12:00,2.9,4,1037.3,185.5,13.3,76,1534.0001
26.09.2017-13:00,4.4,0,1036.8,118.7,13.5,76,1512.6667
26.09.2017-14:00,4.1,0,1036.4,61.6,13.9,76,1837.6666
26.09.2017-15:00,4.0,0,1036.2,61.4,14.2,77,973.3334
26.09.2017-16:00,3.7,0,1036.2,76.7,14.7,74,868.9999
26.09.2017-17:00,4.5,0,1036.3,38.8,14.5,76,831.8334
26.09.2017-18:00,3.5,0,1036.6,0.8,13.2,91,396.8333
26.09.2017-19:00,4.8,0,1036.9,-6.3,13.2,89,0.0
26.09.2017-20:00,5.1,0,1037.2,-5.6,13.3,84,0.0
26.09.2017-21:00,6.1,0,1037.3,-5.5,13.4,82,0.0
26.09.2017-22:00,4.9,0,1037.5,-5.7,13.2,82,0.0
26.09.2017-23:00,5.1,0,1037.4,-5.7,13.1,82,0.0
27.09.2017-00:00,6.0,0,1037.2,-5.9,13.0,82,0.0
27.09.2017-01:00,4.5,0,1037.4,-5.9,13.1,83,0.0
27.09.2017-02:00,3.9,0,1037.3,-6.2,13.2,83,0.0
27.09.2017-03:00,4.0,0,1037.3,-6.2,13.0,85,0.0
27.09.2017-04:00,5.5,0,1037.0,-6.2,12.9,85,0.0
27.09.2017-05:00,5.2,0,1037.3,-6.2,12.8,85,0.0
27.09.2017-06:00,5.7,0,1037.4,-6.1,12.7,85,0.0
27.09.2017-07:00,5.3,0,1037.5,3.2,12.8,84,0.0
27.09.2017-08:00,5.1,0,1037.7,32.9,13.0,83,0.0
27.09.2017-09:00,4.2,0,1038.0,65.2,13.2,82,146.0
27.09.2017-10:00,4.5,0,1038.0,111.1,13.3,81,626.6667
27.09.2017-11:00,4.1,0,1038.0,112.2,13.7,80,934.8333
27.09.2017-12:00,3.6,9,1037.9,201.2,14.6,74,1519.1667
27.09.2017-13:00,4.3,23,1037.6,381.2,15.3,70,2472.0
27.09.2017-14:00,4.2,6,1037.4,201.5,15.0,69,4160.6666
27.09.2017-15:00,2.5,1,1037.0,140.8,15.5,68,3102.0
27.09.2017-16:00,4.1,0,1036.9,96.4,15.0,69,1430.6666
27.09.2017-17:00,5.1,0,1036.8,58.3,14.5,70,525.3334
27.09.2017-18:00,2.9,0,1037.1,19.8,13.9,74,203.5
27.09.2017-19:00,4.8,0,1037.4,-6.2,13.9,73,64.6666
27.09.2017-20:00,4.0,0,1037.6,-6.5,13.5,74,0.0
27.09.2017-21:00,4.1,0,1037.5,-6.6,13.3,76,0.0
27.09.2017-22:00,4.6,0,1037.3,-6.4,13.0,78,0.0
27.09.2017-23:00,4.7,0,1037.5,-6.3,12.8,79,0.0
28.09.2017-00:00,4.4,0,1037.7,-6.1,12.8,81,0.0
28.09.2017-01:00,4.6,0,1037.5,-6.2,12.7,82,0.0
28.09.2017-02:00,4.3,0,1037.1,-6.4,12.2,85,0.0
28.09.2017-03:00,5.1,0,1036.5,-6.9,11.9,86,0.0
28.09.2017-04:00,3.7,0,1036.4,-7.1,11.7,86,0.0
28.09.2017-05:00,3.9,0,1036.4,-6.3,12.2,82,0.0
28.09.2017-06:00,4.4,0,1036.4,-6.1,12.0,83,0.0
28.09.2017-07:00,3.8,0,1036.5,-2.6,11.8,84,0.0
28.09.2017-08:00,3.8,0,1036.8,14.4,11.8,82,0.0
28.09.2017-09:00,3.4,0,1037.1,20.7,11.7,83,0.0
28.09.2017-10:00,3.6,0,1037.3,22.0,11.8,84,106.6666
28.09.2017-11:00,4.3,0,1036.6,113.0,12.7,78,344.0
28.09.2017-12:00,4.2,1,1036.3,191.1,13.5,76,962.4999
28.09.2017-13:00,3.4,0,1036.0,75.9,13.3,78,1218.1667
28.09.2017-14:00,3.1,0,1035.7,80.2,13.5,79,886.0
28.09.2017-15:00,3.8,0,1035.2,82.0,13.6,80,765.3333
28.09.2017-16:00,4.0,0,1034.9,38.2,13.6,81,535.6666
28.09.2017-17:00,2.4,0,1034.8,10.7,13.7,79,140.4999
28.09.2017-18:00,3.7,0,1034.6,3.7,13.9,77,29.6666
28.09.2017-19:00,3.8,0,1034.6,-6.7,13.8,78,0.0
28.09.2017-20:00,4.0,0,1034.7,-7.1,14.0,77,0.0
28.09.2017-21:00,3.7,0,1034.8,-6.6,14.1,78,0.0
28.09.2017-22:00,3.5,0,1034.8,-7.4,13.0,84,0.0
28.09.2017-23:00,3.8,0,1034.6,-7.5,13.2,84,0.0
29.09.2017-00:00,3.1,0,1034.3,-7.3,12.5,85,0.0
29.09.2017-01:00,4.0,0,1034.0,-7.7,12.3,83,0.0
29.09.2017-02:00,4.5,0,1033.7,-7.6,12.0,81,0.0
29.09.2017-03:00,3.9,0,1033.9,-7.2,11.5,85,0.0
29.09.2017-04:00,3.7,0,1033.9,-6.2,11.7,80,0.0
29.09.2017-05:00,3.4,0,1033.7,-6.2,11.4,79,0.0
29.09.2017-06:00,3.4,0,1033.7,-6.2,11.2,79,0.0
29.09.2017-07:00,3.6,0,1033.7,-3.7,10.9,80,0.0
29.09.2017-08:00,4.0,0,1033.7,2.6,10.7,79,0.0
29.09.2017-09:00,3.7,0,1033.6,27.4,10.7,79,0.0
29.09.2017-10:00,4.2,0,1033.3,34.1,10.8,79,280.6666
29.09.2017-11:00,3.7,0,1032.8,44.5,10.9,77,404.8334
29.09.2017-12:00,4.5,0,1032.2,45.8,11.0,77,370.8333
29.09.2017-13:00,3.7,0,1031.8,50.1,11.3,76,283.3332
29.09.2017-14:00,3.6,0,1031.1,78.6,11.8,74,416.9999
29.09.2017-15:00,3.1,0,1030.6,71.7,12.2,73,556.6667
29.09.2017-16:00,3.5,0,1030.3,42.8,11.9,75,475.6667
29.09.2017-17:00,4.3,0,1029.6,11.0,11.8,76,55.1667
29.09.2017-18:00,3.7,0,1029.7,-2.8,11.7,77,0.0
29.09.2017-19:00,3.7,0,1029.4,-6.4,11.6,78,0.0
29.09.2017-20:00,4.3,0,1028.9,-6.5,11.6,77,0.0
29.09.2017-21:00,4.5,0,1028.4,-6.2,11.5,78,0.0
29.09.2017-22:00,2.4,0,1028.2,-6.3,11.4,79,0.0
29.09.2017-23:00,2.1,0,1027.7,-6.5,11.3,80,0.0
30.09.2017-00:00,2.7,0,1027.5,-6.2,11.3,82,0.0
30.09.2017-01:00,1.2,0,1027.1,-6.4,11.2,84,0.0
30.09.2017-02:00,1.4,0,1027.2,-6.5,11.2,85,0.0
30.09.2017-03:00,1.8,0,1026.7,-7.3,10.5,87,0.0
30.09.2017-04:00,1.9,0,1026.4,-7.5,10.1,89,0.0
30.09.2017-05:00,2.1,0,1026.1,-7.5,10.4,86,0.0
30.09.2017-06:00,2.4,0,1026.1,-7.3,10.7,81,0.0
30.09.2017-07:00,2.4,0,1026.2,9.0,10.9,79,0.0
30.09.2017-08:00,2.2,39,1026.3,68.4,11.5,75,0.0
30.09.2017-09:00,3.1,8,1025.9,84.1,11.5,73,149.1667
30.09.2017-10:00,3.2,0,1025.7,89.6,11.9,72,386.3333
30.09.2017-11:00,4.9,6,1025.1,181.4,12.5,66,392.3333
30.09.2017-12:00,4.4,14,1024.8,256.3,13.1,62,1140.0
30.09.2017-13:00,4.1,44,1024.2,388.8,13.6,60,2861.6666
30.09.2017-14:00,3.9,43,1023.9,287.1,13.9,61,2922.1666
30.09.2017-15:00,3.8,23,1023.7,196.9,14.1,59,3433.3333
30.09.2017-16:00,3.7,0,1023.7,63.1,13.6,62,1965.5
30.09.2017-17:00,2.9,0,1023.9,27.8,13.2,62,446.1666
30.09.2017-18:00,3.0,0,1024.0,-0.1,12.8,65,420.3334
30.09.2017-19:00,3.3,0,1023.7,-6.9,12.6,66,26.0
30.09.2017-20:00,3.1,0,1023.7,-6.9,12.1,71,0.0
30.09.2017-21:00,2.9,0,1023.6,-6.9,12.0,72,0.0
30.09.2017-22:00,3.6,0,1023.6,-6.8,11.8,73,0.0
30.09.2017-23:00,3.5,0,1023.6,-6.4,11.4,74,0.0
01.10.2017-00:00,2.8,0,1023.5,-6.4,10.8,74,0.0
01.10.2017-01:00,3.6,0,1023.3,-6.5,10.4,72,0.0
01.10.2017-02:00,4.4,0,1022.8,-6.6,9.9,74,0.0
01.10.2017-03:00,4.3,0,1022.2,-7.1,9.6,78,0.0
01.10.2017-04:00,3.4,0,1021.8,-6.2,9.7,79,0.0
01.10.2017-05:00,3.9,0,1021.5,-6.1,9.8,81,0.0
01.10.2017-06:00,3.5,0,1021.1,-6.0,10.0,83,0.0
01.10.2017-07:00,3.0,0,1020.9,-4.5,10.5,85,0.0
01.10.2017-08:00,2.5,0,1020.5,3.3,11.1,85,0.0
01.10.2017-09:00,2.5,3,1020.3,50.8,11.8,82,0.0
01.10.2017-10:00,2.1,24,1020.1,171.9,13.0,77,314.1666
01.10.2017-11:00,3.0,8,1019.6,209.8,13.9,70,790.8332
01.10.2017-12:00,3.9,0,1019.2,104.0,13.5,72,2233.8333
01.10.2017-13:00,4.0,0,1018.8,50.0,13.5,72,732.3333
01.10.2017-14:00,2.3,0,1018.5,16.0,12.2,87,342.5
01.10.2017-15:00,2.6,0,1018.4,13.6,11.6,94,404.0
01.10.2017-16:00,2.9,0,1017.8,7.0,11.5,93,125.8334
01.10.2017-17:00,2.5,0,1017.4,-1.5,11.3,96,8.5
01.10.2017-18:00,2.5,0,1016.6,-4.9,10.8,99,0.0
01.10.2017-19:00,2.0,0,1015.8,-5.8,10.7,100,0.0
01.10.2017-20:00,2.8,0,1015.0,-5.2,10.9,100,0.0
01.10.2017-21:00,3.2,0,1014.2,-4.8,11.1,100,0.0
01.10.2017-22:00,3.2,0,1013.6,-5.3,11.2,100,0.0
01.10.2017-23:00,3.5,0,1012.8,-5.5,11.1,98,0.0
02.10.2017-00:00,3.2,0,1011.0,-5.5,11.2,96,0.0
02.10.2017-01:00,4.0,0,1009.8,-5.2,11.4,94,0.0
02.10.2017-02:00,4.8,0,1008.5,-5.1,11.6,91,0.0
02.10.2017-03:00,4.6,0,1007.2,-5.4,11.4,89,0.0
02.10.2017-04:00,4.5,0,1005.3,-6.0,11.0,92,0.0
02.10.2017-05:00,6.2,0,1002.7,-5.4,10.6,94,0.0
02.10.2017-06:00,5.4,0,1001.0,-4.3,10.3,95,0.0
02.10.2017-07:00,5.4,0,999.4,-3.8,10.1,96,0.0
02.10.2017-08:00,4.7,0,997.9,-0.4,10.3,96,0.0
02.10.2017-09:00,5.1,0,997.1,4.0,10.3,98,0.0
02.10.2017-10:00,4.8,0,995.8,16.0,10.3,99,0.0
02.10.2017-11:00,4.4,0,994.7,26.5,10.8,100,0.0
02.10.2017-12:00,3.9,0,994.1,55.4,11.8,97,308.3333
02.10.2017-13:00,4.4,6,993.5,201.4,13.5,91,903.6667
02.10.2017-14:00,3.9,26,993.5,235.4,14.3,85,1767.4999
02.10.2017-15:00,4.3,42,993.2,257.6,14.1,77,2573.9999
02.10.2017-16:00,4.7,45,993.0,209.3,13.6,79,1304.0
02.10.2017-17:00,4.8,13,992.8,49.2,12.7,87,635.8334
02.10.2017-18:00,4.1,0,992.9,2.2,12.3,86,330.6667
02.10.2017-19:00,3.2,0,992.0,-6.0,11.6,96,0.0
02.10.2017-20:00,3.3,0,991.5,-5.7,11.8,97,0.0
02.10.2017-21:00,4.4,0,991.4,-5.8,11.7,97,0.0
02.10.2017-22:00,4.0,0,991.4,-6.5,11.4,97,0.0
02.10.2017-23:00,3.4,0,991.6,-5.9,11.1,97,0.0
03.10.2017-00:00,3.3,0,991.4,-5.6,11.3,95,0.0
03.10.2017-01:00,3.1,0,991.3,-5.8,11.1,94,0.0
03.10.2017-02:00,2.6,0,991.4,-5.6,10.9,92,0.0
03.10.2017-03:00,3.0,0,991.4,-5.7,10.5,94,0.0
03.10.2017-04:00,2.7,0,991.3,-5.7,10.1,93,0.0
03.10.2017-05:00,1.6,0,991.3,-6.8,9.6,98,0.0
03.10.2017-06:00,1.8,0,991.2,-6.8,9.5,100,0.0
03.10.2017-07:00,3.1,0,991.1,-2.9,9.6,99,0.0
03.10.2017-08:00,1.9,1,991.2,34.5,10.4,97,0.0
03.10.2017-09:00,2.2,0,991.3,57.0,10.5,95,359.5833
03.10.2017-10:00,2.2,0,991.8,85.8,11.0,87,652.6666
03.10.2017-11:00,2.9,17,991.9,233.7,11.8,86,764.3333
03.10.2017-12:00,2.3,57,992.0,471.1,13.0,77,2078.1667
03.10.2017-13:00,1.2,54,992.2,405.1,14.6,73,4858.6666
03.10.2017-14:00,2.7,54,992.2,348.6,14.5,67,5853.3334
03.10.2017-15:00,3.1,34,992.3,208.4,14.8,64,4590.3331
03.10.2017-16:00,4.3,0,992.5,115.4,14.4,63,1094.9999
03.10.2017-17:00,3.1,0,992.8,45.9,13.4,69,578.8333
03.10.2017-18:00,2.2,0,993.3,1.5,12.3,76,250.5
03.10.2017-19:00,2.5,0,993.9,-7.0,11.9,77,1.3333
03.10.2017-20:00,4.4,0,994.5,-7.0,12.4,59,0.0
03.10.2017-21:00,3.8,0,995.4,-6.5,12.3,54,0.0
03.10.2017-22:00,4.5,0,995.9,-6.8,11.7,56,0.0
03.10.2017-23:00,3.7,0,996.5,-6.7,11.1,57,0.0
04.10.2017-00:00,5.0,0,996.8,-7.1,10.8,52,0.0
04.10.2017-01:00,2.7,0,997.2,-7.2,9.6,59,0.0
04.10.2017-02:00,3.5,0,997.5,-6.9,9.6,60,0.0
04.10.2017-03:00,3.1,0,997.4,-7.2,8.8,63,0.0
04.10.2017-04:00,2.0,0,997.5,-8.1,6.5,76,0.0
04.10.2017-05:00,2.9,0,997.3,-7.1,6.7,78,0.0
04.10.2017-06:00,1.8,0,997.1,-7.1,6.2,81,0.0
04.10.2017-07:00,1.2,5,997.0,-1.7,7.6,77,0.0
04.10.2017-08:00,2.3,0,996.5,14.7,7.9,78,0.0
04.10.2017-09:00,2.3,0,996.0,74.0,8.9,75,101.5833
04.10.2017-10:00,4.6,33,995.0,219.6,11.2,60,451.6666
04.10.2017-11:00,3.8,27,994.6,228.2,10.2,64,1230.4999
04.10.2017-12:00,4.0,0,994.2,48.3,8.2,91,1669.3333
04.10.2017-13:00,3.0,0,993.4,46.3,8.0,99,705.6667
04.10.2017-14:00,1.6,0,992.4,110.8,9.0,91,509.3334
04.10.2017-15:00,1.1,0,991.7,73.1,8.9,90,371.6666
04.10.2017-16:00,4.4,0,991.5,62.0,7.9,88,482.1667
04.10.2017-17:00,5.1,0,991.2,7.2,7.3,79,136.3333
04.10.2017-18:00,1.2,9,991.4,-0.1,7.3,83,0.0
04.10.2017-19:00,2.3,0,991.5,-7.2,5.9,94,0.0
04.10.2017-20:00,0.7,0,991.6,-7.6,5.1,97,0.0
04.10.2017-21:00,1.1,0,991.6,-7.8,4.9,98,0.0
04.10.2017-22:00,0.8,0,992.0,-7.5,4.6,97,0.0
04.10.2017-23:00,0.9,0,992.3,-7.5,4.9,94,0.0
05.10.2017-00:00,0.6,0,992.5,-7.8,3.8,98,0.0
05.10.2017-01:00,1.4,0,992.7,-7.5,3.5,96,0.0
05.10.2017-02:00,1.0,0,993.1,-7.7,2.4,100,0.0
05.10.2017-03:00,0.9,0,993.5,-8.0,2.2,100,0.0
05.10.2017-04:00,0.9,0,993.8,-7.6,2.2,99,0.0
05.10.2017-05:00,1.6,0,993.8,-8.0,2.0,99,0.0
05.10.2017-06:00,0.8,0,993.8,-7.4,1.8,100,0.0
05.10.2017-07:00,0.3,7,993.8,-0.1,1.9,100,0.0
05.10.2017-08:00,0.3,60,993.9,79.6,5.3,92,0.0
